dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,src_ip,dst_ip,src_port,dst_port,dpid,timestamp,label,attack_cat
3.68,other,-,CON,2,0,196,0,0.5435,64,0,426.087,0.0,0,0,1.84,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:01 actions,0,0,0,1771577709.9275858,0,Normal
3.664,other,-,CON,1,0,98,0,0.2729,64,0,213.9738,0.0,0,0,3.664,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:02 actions,0,0,0,1771577709.9276025,0,Normal
3.608,other,-,CON,2,0,196,0,0.5543,64,0,434.5898,0.0,0,0,1.804,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:01 actions,0,0,0,1771577709.9276114,0,Normal
3.595,other,-,CON,1,0,98,0,0.2782,64,0,218.0807,0.0,0,0,3.595,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:03 actions,0,0,0,1771577709.9276187,0,Normal
3.525,other,-,CON,2,0,196,0,0.5674,64,0,444.8227,0.0,0,0,1.7625,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:01 actions,0,0,0,1771577709.927628,0,Normal
3.514,other,-,CON,1,0,98,0,0.2846,64,0,223.1076,0.0,0,0,3.514,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:04 actions,0,0,0,1771577709.9276347,0,Normal
3.432,other,-,CON,2,0,196,0,0.5828,64,0,456.8765,0.0,0,0,1.716,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:01 actions,0,0,0,1771577709.9276428,0,Normal
3.42,other,-,CON,1,0,98,0,0.2924,64,0,229.2398,0.0,0,0,3.42,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:05 actions,0,0,0,1771577709.9276497,0,Normal
3.325,other,-,CON,2,0,196,0,0.6015,64,0,471.5789,0.0,0,0,1.6625,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:01 actions,0,0,0,1771577709.9276567,0,Normal
3.313,other,-,CON,1,0,98,0,0.3018,64,0,236.6435,0.0,0,0,3.313,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:06 actions,0,0,0,1771577709.9276652,0,Normal
3.207,other,-,CON,2,0,196,0,0.6236,64,0,488.9305,0.0,0,0,1.6035,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:01 actions,0,0,0,1771577709.927672,0,Normal
3.195,other,-,CON,1,0,98,0,0.313,64,0,245.3834,0.0,0,0,3.195,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:07 actions,0,0,0,1771577709.9276788,0,Normal
3.069,other,-,CON,1,0,98,0,0.3258,64,0,255.4578,0.0,0,0,3.069,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:01 actions,0,0,0,1771577709.9276874,0,Normal
3.057,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,3.057,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:08 actions,0,0,0,1771577709.927695,0,Normal
2.944,other,-,CON,2,0,196,0,0.6793,64,0,532.6087,0.0,0,0,1.472,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:02 actions,0,0,0,1771577709.9277036,0,Normal
2.931,other,-,CON,1,0,98,0,0.3412,64,0,267.4855,0.0,0,0,2.931,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:03 actions,0,0,0,1771577709.9277103,0,Normal
2.865,other,-,CON,2,0,196,0,0.6981,64,0,547.2949,0.0,0,0,1.4325,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:02 actions,0,0,0,1771577709.9277165,0,Normal
2.854,other,-,CON,1,0,98,0,0.3504,64,0,274.7022,0.0,0,0,2.854,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:04 actions,0,0,0,1771577709.927725,0,Normal
2.773,other,-,CON,2,0,196,0,0.7212,64,0,565.4526,0.0,0,0,1.3865,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:02 actions,0,0,0,1771577709.9277318,0,Normal
2.761,other,-,CON,1,0,98,0,0.3622,64,0,283.9551,0.0,0,0,2.761,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:05 actions,0,0,0,1771577709.9277382,0,Normal
2.658,other,-,CON,2,0,196,0,0.7524,64,0,589.9172,0.0,0,0,1.329,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:02 actions,0,0,0,1771577709.9277468,0,Normal
2.646,other,-,CON,1,0,98,0,0.3779,64,0,296.2963,0.0,0,0,2.646,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:06 actions,0,0,0,1771577709.9277534,0,Normal
2.538,other,-,CON,2,0,196,0,0.788,64,0,617.8093,0.0,0,0,1.269,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:02 actions,0,0,0,1771577709.927769,0,Normal
2.525,other,-,CON,1,0,98,0,0.396,64,0,310.495,0.0,0,0,2.525,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:07 actions,0,0,0,1771577709.9277751,0,Normal
2.402,other,-,CON,1,0,98,0,0.4163,64,0,326.3947,0.0,0,0,2.402,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:02 actions,0,0,0,1771577709.927782,0,Normal
2.39,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,2.39,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:08 actions,0,0,0,1771577709.9277909,0,Normal
3.631,other,-,CON,2,0,196,0,0.5508,64,0,431.837,0.0,0,0,1.8155,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:01 actions,0,0,0,1771577709.9404104,0,Normal
3.599,other,-,CON,1,0,98,0,0.2779,64,0,217.8383,0.0,0,0,3.599,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:03 actions,0,0,0,1771577709.9404213,0,Normal
3.548,other,-,CON,2,0,196,0,0.5637,64,0,441.9391,0.0,0,0,1.774,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:01 actions,0,0,0,1771577709.9404285,0,Normal
3.517,other,-,CON,1,0,98,0,0.2843,64,0,222.9173,0.0,0,0,3.517,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:04 actions,0,0,0,1771577709.9404354,0,Normal
3.454,other,-,CON,2,0,196,0,0.579,64,0,453.9664,0.0,0,0,1.727,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:01 actions,0,0,0,1771577709.9404423,0,Normal
3.426,other,-,CON,1,0,98,0,0.2919,64,0,228.8383,0.0,0,0,3.426,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:05 actions,0,0,0,1771577709.940449,0,Normal
3.348,other,-,CON,2,0,196,0,0.5974,64,0,468.3393,0.0,0,0,1.674,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:01 actions,0,0,0,1771577709.9404554,0,Normal
3.32,other,-,CON,1,0,98,0,0.3012,64,0,236.1446,0.0,0,0,3.32,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:06 actions,0,0,0,1771577709.9404619,0,Normal
3.229,other,-,CON,2,0,196,0,0.6194,64,0,485.5993,0.0,0,0,1.6145,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:01 actions,0,0,0,1771577709.9404995,0,Normal
3.199,other,-,CON,1,0,98,0,0.3126,64,0,245.0766,0.0,0,0,3.199,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:07 actions,0,0,0,1771577709.9405107,0,Normal
3.091,other,-,CON,1,0,98,0,0.3235,64,0,253.6396,0.0,0,0,3.091,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:01 actions,0,0,0,1771577709.9405255,0,Normal
3.063,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,3.063,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:08 actions,0,0,0,1771577709.9405334,0,Normal
2.964,other,-,CON,2,0,196,0,0.6748,64,0,529.0148,0.0,0,0,1.482,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:02 actions,0,0,0,1771577709.94054,0,Normal
2.938,other,-,CON,1,0,98,0,0.3404,64,0,266.8482,0.0,0,0,2.938,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:03 actions,0,0,0,1771577709.940549,0,Normal
2.885,other,-,CON,2,0,196,0,0.6932,64,0,543.5009,0.0,0,0,1.4425,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:02 actions,0,0,0,1771577709.9405553,0,Normal
2.859,other,-,CON,1,0,98,0,0.3498,64,0,274.2218,0.0,0,0,2.859,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:04 actions,0,0,0,1771577709.940562,0,Normal
2.795,other,-,CON,2,0,196,0,0.7156,64,0,561.0018,0.0,0,0,1.3975,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:02 actions,0,0,0,1771577709.9405708,0,Normal
2.764,other,-,CON,1,0,98,0,0.3618,64,0,283.6469,0.0,0,0,2.764,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:05 actions,0,0,0,1771577709.9405773,0,Normal
2.68,other,-,CON,2,0,196,0,0.7463,64,0,585.0746,0.0,0,0,1.34,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:02 actions,0,0,0,1771577709.9405909,0,Normal
2.65,other,-,CON,1,0,98,0,0.3774,64,0,295.8491,0.0,0,0,2.65,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:06 actions,0,0,0,1771577709.9405985,0,Normal
2.557,other,-,CON,2,0,196,0,0.7822,64,0,613.2186,0.0,0,0,1.2785,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:02 actions,0,0,0,1771577709.940605,0,Normal
2.531,other,-,CON,1,0,98,0,0.3951,64,0,309.759,0.0,0,0,2.531,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:07 actions,0,0,0,1771577709.9406147,0,Normal
2.424,other,-,CON,1,0,98,0,0.4125,64,0,323.4323,0.0,0,0,2.424,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:02 actions,0,0,0,1771577709.940621,0,Normal
2.394,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,2.394,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:08 actions,0,0,0,1771577709.940627,0,Normal
2.256,other,-,CON,2,0,196,0,0.8865,64,0,695.0355,0.0,0,0,1.128,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:03 actions,0,0,0,1771577709.9406369,0,Normal
2.244,other,-,CON,1,0,98,0,0.4456,64,0,349.3761,0.0,0,0,2.244,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:04 actions,0,0,0,1771577709.940643,0,Normal
2.188,other,-,CON,2,0,196,0,0.9141,64,0,716.6362,0.0,0,0,1.094,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:03 actions,0,0,0,1771577709.9406526,0,Normal
2.175,other,-,CON,1,0,98,0,0.4598,64,0,360.4598,0.0,0,0,2.175,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:05 actions,0,0,0,1771577709.9406593,0,Normal
2.104,other,-,CON,2,0,196,0,0.9506,64,0,745.2471,0.0,0,0,1.052,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:03 actions,0,0,0,1771577709.9406655,0,Normal
2.093,other,-,CON,1,0,98,0,0.4778,64,0,374.5819,0.0,0,0,2.093,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:06 actions,0,0,0,1771577709.9406748,0,Normal
2.009,other,-,CON,2,0,196,0,0.9955,64,0,780.4878,0.0,0,0,1.0045,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:03 actions,0,0,0,1771577709.9406812,0,Normal
1.997,other,-,CON,1,0,98,0,0.5008,64,0,392.5889,0.0,0,0,1.997,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:07 actions,0,0,0,1771577709.940688,0,Normal
1.899,other,-,CON,1,0,98,0,0.5266,64,0,412.8489,0.0,0,0,1.899,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:03 actions,0,0,0,1771577709.9406972,0,Normal
1.885,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,1.885,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:08 actions,0,0,0,1771577709.9407032,0,Normal
1.712,other,-,CON,2,0,196,0,1.1682,64,0,915.8879,0.0,0,0,0.856,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:04 actions,0,0,0,1771577709.940713,0,Normal
1.7,other,-,CON,1,0,98,0,0.5882,64,0,461.1765,0.0,0,0,1.7,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:05 actions,0,0,0,1771577709.9407196,0,Normal
1.633,other,-,CON,2,0,196,0,1.2247,64,0,960.196,0.0,0,0,0.8165,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:04 actions,0,0,0,1771577709.940726,0,Normal
1.621,other,-,CON,1,0,98,0,0.6169,64,0,483.6521,0.0,0,0,1.621,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:06 actions,0,0,0,1771577709.9407353,0,Normal
1.541,other,-,CON,2,0,196,0,1.2979,64,0,1017.5211,0.0,0,0,0.7705,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:04 actions,0,0,0,1771577709.9407423,0,Normal
1.526,other,-,CON,1,0,98,0,0.6553,64,0,513.7615,0.0,0,0,1.526,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:07 actions,0,0,0,1771577709.9407485,0,Normal
1.431,other,-,CON,1,0,98,0,0.6988,64,0,547.8686,0.0,0,0,1.431,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:04 actions,0,0,0,1771577709.9407582,0,Normal
1.417,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,1.417,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:04,00:00:00:00:00:08 actions,0,0,0,1771577709.9407644,0,Normal
3.475,other,-,CON,2,0,196,0,0.5755,64,0,451.223,0.0,0,0,1.7375,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:01 actions,0,0,0,1771577709.9523783,0,Normal
3.433,other,-,CON,1,0,98,0,0.2913,64,0,228.3717,0.0,0,0,3.433,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:05 actions,0,0,0,1771577709.9523885,0,Normal
3.369,other,-,CON,2,0,196,0,0.5936,64,0,465.42,0.0,0,0,1.6845,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:01 actions,0,0,0,1771577709.9523954,0,Normal
3.328,other,-,CON,1,0,98,0,0.3005,64,0,235.5769,0.0,0,0,3.328,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:06 actions,0,0,0,1771577709.9524028,0,Normal
3.25,other,-,CON,2,0,196,0,0.6154,64,0,482.4615,0.0,0,0,1.625,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:01 actions,0,0,0,1771577709.9524093,0,Normal
3.203,other,-,CON,1,0,98,0,0.3122,64,0,244.7705,0.0,0,0,3.203,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:07 actions,0,0,0,1771577709.9524157,0,Normal
3.112,other,-,CON,1,0,98,0,0.3213,64,0,251.928,0.0,0,0,3.112,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:01 actions,0,0,0,1771577709.9524221,0,Normal
3.07,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,3.07,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:01,00:00:00:00:00:08 actions,0,0,0,1771577709.95243,0,Normal
2.816,other,-,CON,2,0,196,0,0.7102,64,0,556.8182,0.0,0,0,1.408,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:02 actions,0,0,0,1771577709.95244,0,Normal
2.767,other,-,CON,1,0,98,0,0.3614,64,0,283.3394,0.0,0,0,2.767,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:05 actions,0,0,0,1771577709.9524467,0,Normal
2.702,other,-,CON,2,0,196,0,0.7402,64,0,580.3109,0.0,0,0,1.351,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:02 actions,0,0,0,1771577709.9524534,0,Normal
2.654,other,-,CON,1,0,98,0,0.3768,64,0,295.4032,0.0,0,0,2.654,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:06 actions,0,0,0,1771577709.9524632,0,Normal
2.578,other,-,CON,2,0,196,0,0.7758,64,0,608.2234,0.0,0,0,1.289,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:07,00:00:00:00:00:02 actions,0,0,0,1771577709.9524808,0,Normal
2.536,other,-,CON,1,0,98,0,0.3943,64,0,309.1483,0.0,0,0,2.536,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:07 actions,0,0,0,1771577709.9524875,0,Normal
2.445,other,-,CON,1,0,98,0,0.409,64,0,320.6544,0.0,0,0,2.445,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:08,00:00:00:00:00:02 actions,0,0,0,1771577709.9524972,0,Normal
2.4,other,-,CON,0,0,0,0,0.0,64,0,0.0,0.0,0,0,2.4,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:02,00:00:00:00:00:08 actions,0,0,0,1771577709.9525034,0,Normal
2.212,other,-,CON,2,0,196,0,0.9042,64,0,708.8608,0.0,0,0,1.106,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:05,00:00:00:00:00:03 actions,0,0,0,1771577709.9525127,0,Normal
2.179,other,-,CON,1,0,98,0,0.4589,64,0,359.7981,0.0,0,0,2.179,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:05 actions,0,0,0,1771577709.952519,0,Normal
2.127,other,-,CON,2,0,196,0,0.9403,64,0,737.1885,0.0,0,0,1.0635,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:06,00:00:00:00:00:03 actions,0,0,0,1771577709.9525254,0,Normal
2.098,other,-,CON,1,0,98,0,0.4766,64,0,373.6892,0.0,0,0,2.098,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00:00:00:03,00:00:00:00:00:06 actions,0,0,0,1771577709.9525344,0,Normal
